travelCode,userCode,name,place,days,price,total,date,stay_year,stay_month,stay_day,stay_weekday,stay_cost_per_day
27742,266,Hotel K,Salvador (BH),1,263.41,263.41,2019-10-10,2019,10,10,Thursday,263.41
27743,266,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2019-10-17,2019,10,17,Thursday,165.99
27748,266,Hotel A,Florianopolis (SC),2,313.02,626.04,2019-11-21,2019,11,21,Thursday,313.02
27749,266,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2019-11-28,2019,11,28,Thursday,139.1
27750,266,Hotel BD,Natal (RN),3,242.88,728.64,2019-12-05,2019,12,5,Thursday,242.88
27751,266,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2019-12-12,2019,12,12,Thursday,139.1
27756,266,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-01-16,2020,1,16,Thursday,60.39
27757,266,Hotel BD,Natal (RN),4,242.88,971.52,2020-01-23,2020,1,23,Thursday,242.88
27770,266,Hotel BD,Natal (RN),2,242.88,485.76,2020-04-23,2020,4,23,Thursday,242.88
27771,266,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-04-30,2020,4,30,Thursday,60.39
27773,266,Hotel AU,Recife (PE),3,312.83,938.49,2020-05-14,2020,5,14,Thursday,312.83
27777,266,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-06-11,2020,6,11,Thursday,165.99
27778,266,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-06-18,2020,6,18,Thursday,165.99
27779,266,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-06-25,2020,6,25,Thursday,208.04
27783,266,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-07-23,2020,7,23,Thursday,208.04
27786,266,Hotel K,Salvador (BH),4,263.41,1053.64,2020-08-13,2020,8,13,Thursday,263.41
27792,266,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-09-24,2020,9,24,Thursday,313.02
27793,266,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-10-01,2020,10,1,Thursday,313.02
27797,266,Hotel K,Salvador (BH),4,263.41,1053.64,2020-10-29,2020,10,29,Thursday,263.41
27799,266,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-11-12,2020,11,12,Thursday,208.04
27802,266,Hotel BD,Natal (RN),2,242.88,485.76,2020-12-03,2020,12,3,Thursday,242.88
27803,266,Hotel BD,Natal (RN),3,242.88,728.64,2020-12-10,2020,12,10,Thursday,242.88
27804,266,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-12-17,2020,12,17,Thursday,139.1
27817,266,Hotel BD,Natal (RN),4,242.88,971.52,2021-03-18,2021,3,18,Thursday,242.88
27820,266,Hotel K,Salvador (BH),4,263.41,1053.64,2021-04-08,2021,4,8,Thursday,263.41
27821,266,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-04-15,2021,4,15,Thursday,60.39
27822,266,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-04-22,2021,4,22,Thursday,60.39
27824,266,Hotel K,Salvador (BH),4,263.41,1053.64,2021-05-06,2021,5,6,Thursday,263.41
27826,266,Hotel BD,Natal (RN),2,242.88,485.76,2021-05-20,2021,5,20,Thursday,242.88
27832,266,Hotel Z,Aracaju (SE),2,208.04,416.08,2021-07-01,2021,7,1,Thursday,208.04
27834,266,Hotel BD,Natal (RN),2,242.88,485.76,2021-07-15,2021,7,15,Thursday,242.88
27839,266,Hotel A,Florianopolis (SC),3,313.02,939.06,2021-08-19,2021,8,19,Thursday,313.02
27843,266,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-09-16,2021,9,16,Thursday,247.62
27845,266,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-09-30,2021,9,30,Thursday,60.39
27851,266,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-11-11,2021,11,11,Thursday,313.02
27853,266,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-11-25,2021,11,25,Thursday,247.62
27860,266,Hotel K,Salvador (BH),2,263.41,526.82,2022-01-13,2022,1,13,Thursday,263.41
27863,266,Hotel BD,Natal (RN),1,242.88,242.88,2022-02-03,2022,2,3,Thursday,242.88
27864,266,Hotel BW,Campo Grande (MS),1,60.39,60.39,2022-02-10,2022,2,10,Thursday,60.39
27865,266,Hotel AU,Recife (PE),2,312.83,625.66,2022-02-17,2022,2,17,Thursday,312.83
27867,266,Hotel BP,Brasilia (DF),4,247.62,990.48,2022-03-03,2022,3,3,Thursday,247.62
27870,266,Hotel Z,Aracaju (SE),1,208.04,208.04,2022-03-24,2022,3,24,Thursday,208.04
27872,266,Hotel BW,Campo Grande (MS),3,60.39,181.17,2022-04-07,2022,4,7,Thursday,60.39
27875,266,Hotel BP,Brasilia (DF),3,247.62,742.86,2022-04-28,2022,4,28,Thursday,247.62
27876,266,Hotel K,Salvador (BH),2,263.41,526.82,2022-05-05,2022,5,5,Thursday,263.41
27882,267,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2019-10-31,2019,10,31,Thursday,139.1
27888,267,Hotel BP,Brasilia (DF),1,247.62,247.62,2019-12-12,2019,12,12,Thursday,247.62
27889,267,Hotel BD,Natal (RN),1,242.88,242.88,2019-12-19,2019,12,19,Thursday,242.88
27900,267,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-03-05,2020,3,5,Thursday,165.99
27901,267,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-03-12,2020,3,12,Thursday,165.99
27903,267,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-03-26,2020,3,26,Thursday,247.62
27905,267,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-04-09,2020,4,9,Thursday,60.39
27908,267,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-04-30,2020,4,30,Thursday,208.04
27913,267,Hotel K,Salvador (BH),1,263.41,263.41,2020-06-04,2020,6,4,Thursday,263.41
27915,267,Hotel BD,Natal (RN),3,242.88,728.64,2020-06-18,2020,6,18,Thursday,242.88
27916,267,Hotel BD,Natal (RN),4,242.88,971.52,2020-06-25,2020,6,25,Thursday,242.88
27920,267,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-07-23,2020,7,23,Thursday,139.1
27924,267,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-08-20,2020,8,20,Thursday,313.02
27926,267,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-09-03,2020,9,3,Thursday,139.1
27933,267,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-10-22,2020,10,22,Thursday,165.99
27936,267,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-11-12,2020,11,12,Thursday,208.04
27942,267,Hotel BD,Natal (RN),1,242.88,242.88,2020-12-24,2020,12,24,Thursday,242.88
27946,267,Hotel K,Salvador (BH),4,263.41,1053.64,2021-01-21,2021,1,21,Thursday,263.41
27949,267,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2021-02-11,2021,2,11,Thursday,139.1
27950,267,Hotel BD,Natal (RN),3,242.88,728.64,2021-02-18,2021,2,18,Thursday,242.88
27954,267,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-03-18,2021,3,18,Thursday,313.02
27955,267,Hotel A,Florianopolis (SC),2,313.02,626.04,2021-03-25,2021,3,25,Thursday,313.02
27957,267,Hotel K,Salvador (BH),4,263.41,1053.64,2021-04-08,2021,4,8,Thursday,263.41
27966,267,Hotel A,Florianopolis (SC),3,313.02,939.06,2021-06-10,2021,6,10,Thursday,313.02
27968,267,Hotel BD,Natal (RN),3,242.88,728.64,2021-06-24,2021,6,24,Thursday,242.88
27972,267,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-07-22,2021,7,22,Thursday,247.62
27973,267,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2021-07-29,2021,7,29,Thursday,139.1
27974,267,Hotel BD,Natal (RN),4,242.88,971.52,2021-08-05,2021,8,5,Thursday,242.88
27977,267,Hotel BD,Natal (RN),2,242.88,485.76,2021-08-26,2021,8,26,Thursday,242.88
27984,267,Hotel K,Salvador (BH),2,263.41,526.82,2021-10-14,2021,10,14,Thursday,263.41
27986,267,Hotel K,Salvador (BH),3,263.41,790.23,2021-10-28,2021,10,28,Thursday,263.41
27987,267,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-11-04,2021,11,4,Thursday,165.99
27988,267,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-11-11,2021,11,11,Thursday,165.99
27996,267,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2022-01-06,2022,1,6,Thursday,139.1
28004,267,Hotel BD,Natal (RN),4,242.88,971.52,2022-03-03,2022,3,3,Thursday,242.88
28026,268,Hotel AU,Recife (PE),2,312.83,625.66,2020-01-02,2020,1,2,Thursday,312.83
28028,268,Hotel AU,Recife (PE),2,312.83,625.66,2020-01-16,2020,1,16,Thursday,312.83
28031,268,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-02-06,2020,2,6,Thursday,165.99
28037,268,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-03-19,2020,3,19,Thursday,139.1
28039,268,Hotel BD,Natal (RN),2,242.88,485.76,2020-04-02,2020,4,2,Thursday,242.88
28040,268,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-04-09,2020,4,9,Thursday,139.1
28041,268,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-04-16,2020,4,16,Thursday,165.99
28042,268,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-04-23,2020,4,23,Thursday,247.62
28045,268,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-05-14,2020,5,14,Thursday,139.1
28047,268,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-05-28,2020,5,28,Thursday,165.99
28050,268,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-06-18,2020,6,18,Thursday,60.39
28052,268,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-07-02,2020,7,2,Thursday,165.99
28053,268,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-07-09,2020,7,9,Thursday,165.99
28054,268,Hotel AU,Recife (PE),3,312.83,938.49,2020-07-16,2020,7,16,Thursday,312.83
28057,268,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-08-06,2020,8,6,Thursday,165.99
28058,268,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-08-13,2020,8,13,Thursday,313.02
28059,268,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-08-20,2020,8,20,Thursday,60.39
28062,268,Hotel K,Salvador (BH),4,263.41,1053.64,2020-09-10,2020,9,10,Thursday,263.41
28064,268,Hotel BD,Natal (RN),2,242.88,485.76,2020-09-24,2020,9,24,Thursday,242.88
28070,268,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-11-05,2020,11,5,Thursday,208.04
28071,268,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-11-12,2020,11,12,Thursday,313.02
28072,268,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-11-19,2020,11,19,Thursday,247.62
28075,268,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-12-10,2020,12,10,Thursday,60.39
28076,268,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-12-17,2020,12,17,Thursday,313.02
28082,268,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-01-28,2021,1,28,Thursday,313.02
28083,268,Hotel K,Salvador (BH),1,263.41,263.41,2021-02-04,2021,2,4,Thursday,263.41
28084,268,Hotel BD,Natal (RN),1,242.88,242.88,2021-02-11,2021,2,11,Thursday,242.88
28085,268,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-02-18,2021,2,18,Thursday,313.02
28088,268,Hotel BD,Natal (RN),2,242.88,485.76,2021-03-11,2021,3,11,Thursday,242.88
28092,268,Hotel A,Florianopolis (SC),3,313.02,939.06,2021-04-08,2021,4,8,Thursday,313.02
28093,268,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-04-15,2021,4,15,Thursday,165.99
28094,268,Hotel A,Florianopolis (SC),3,313.02,939.06,2021-04-22,2021,4,22,Thursday,313.02
28096,268,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-05-06,2021,5,6,Thursday,165.99
28098,268,Hotel AU,Recife (PE),3,312.83,938.49,2021-05-20,2021,5,20,Thursday,312.83
28100,268,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-06-03,2021,6,3,Thursday,60.39
28101,268,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-06-10,2021,6,10,Thursday,313.02
28103,268,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-06-24,2021,6,24,Thursday,60.39
28104,268,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2021-07-01,2021,7,1,Thursday,139.1
28115,268,Hotel BD,Natal (RN),3,242.88,728.64,2021-09-16,2021,9,16,Thursday,242.88
28120,268,Hotel AU,Recife (PE),1,312.83,312.83,2021-10-21,2021,10,21,Thursday,312.83
28130,268,Hotel Z,Aracaju (SE),4,208.04,832.16,2021-12-30,2021,12,30,Thursday,208.04
28136,268,Hotel BD,Natal (RN),4,242.88,971.52,2022-02-10,2022,2,10,Thursday,242.88
28137,268,Hotel AU,Recife (PE),2,312.83,625.66,2022-02-17,2022,2,17,Thursday,312.83
28139,268,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2022-03-03,2022,3,3,Thursday,165.99
28142,268,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2022-03-24,2022,3,24,Thursday,139.1
28143,268,Hotel K,Salvador (BH),1,263.41,263.41,2022-03-31,2022,3,31,Thursday,263.41
28145,268,Hotel BP,Brasilia (DF),3,247.62,742.86,2022-04-14,2022,4,14,Thursday,247.62
28146,268,Hotel BD,Natal (RN),1,242.88,242.88,2022-04-21,2022,4,21,Thursday,242.88
28151,268,Hotel BP,Brasilia (DF),3,247.62,742.86,2022-05-26,2022,5,26,Thursday,247.62
28159,268,Hotel AU,Recife (PE),3,312.83,938.49,2022-07-21,2022,7,21,Thursday,312.83
28162,268,Hotel BD,Natal (RN),1,242.88,242.88,2022-08-11,2022,8,11,Thursday,242.88
28169,268,Hotel K,Salvador (BH),4,263.41,1053.64,2022-09-29,2022,9,29,Thursday,263.41
28170,268,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2022-10-06,2022,10,6,Thursday,139.1
28179,268,Hotel A,Florianopolis (SC),3,313.02,939.06,2022-12-08,2022,12,8,Thursday,313.02
28184,268,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2023-01-12,2023,1,12,Thursday,139.1
28187,268,Hotel K,Salvador (BH),3,263.41,790.23,2023-02-02,2023,2,2,Thursday,263.41
28188,268,Hotel A,Florianopolis (SC),3,313.02,939.06,2023-02-09,2023,2,9,Thursday,313.02
28197,269,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2019-10-03,2019,10,3,Thursday,165.99
28198,269,Hotel BP,Brasilia (DF),2,247.62,495.24,2019-10-10,2019,10,10,Thursday,247.62
28200,269,Hotel AU,Recife (PE),2,312.83,625.66,2019-10-24,2019,10,24,Thursday,312.83
28201,269,Hotel Z,Aracaju (SE),3,208.04,624.12,2019-10-31,2019,10,31,Thursday,208.04
28202,269,Hotel AU,Recife (PE),3,312.83,938.49,2019-11-07,2019,11,7,Thursday,312.83
28206,269,Hotel K,Salvador (BH),2,263.41,526.82,2019-12-05,2019,12,5,Thursday,263.41
28208,269,Hotel BW,Campo Grande (MS),2,60.39,120.78,2019-12-19,2019,12,19,Thursday,60.39
28210,269,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-01-02,2020,1,2,Thursday,208.04
28214,269,Hotel BD,Natal (RN),1,242.88,242.88,2020-01-30,2020,1,30,Thursday,242.88
28217,269,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-02-20,2020,2,20,Thursday,247.62
28218,269,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-02-27,2020,2,27,Thursday,313.02
28219,269,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-03-05,2020,3,5,Thursday,313.02
28227,269,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-04-30,2020,4,30,Thursday,139.1
28232,269,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-06-04,2020,6,4,Thursday,247.62
28234,269,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-06-18,2020,6,18,Thursday,313.02
28235,269,Hotel BD,Natal (RN),4,242.88,971.52,2020-06-25,2020,6,25,Thursday,242.88
28237,269,Hotel BD,Natal (RN),4,242.88,971.52,2020-07-09,2020,7,9,Thursday,242.88
28238,269,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-07-16,2020,7,16,Thursday,247.62
28240,269,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-07-30,2020,7,30,Thursday,313.02
28241,269,Hotel AU,Recife (PE),3,312.83,938.49,2020-08-06,2020,8,6,Thursday,312.83
28242,269,Hotel BD,Natal (RN),4,242.88,971.52,2020-08-13,2020,8,13,Thursday,242.88
28245,269,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-09-03,2020,9,3,Thursday,139.1
28247,269,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-09-17,2020,9,17,Thursday,139.1
28250,269,Hotel BD,Natal (RN),4,242.88,971.52,2020-10-08,2020,10,8,Thursday,242.88
28256,270,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2019-10-31,2019,10,31,Thursday,165.99
28263,271,Hotel BD,Natal (RN),4,242.88,971.52,2019-10-03,2019,10,3,Thursday,242.88
28264,271,Hotel BD,Natal (RN),4,242.88,971.52,2019-10-10,2019,10,10,Thursday,242.88
28269,271,Hotel BP,Brasilia (DF),1,247.62,247.62,2019-11-14,2019,11,14,Thursday,247.62
28270,271,Hotel AU,Recife (PE),2,312.83,625.66,2019-11-21,2019,11,21,Thursday,312.83
28273,271,Hotel BD,Natal (RN),2,242.88,485.76,2019-12-12,2019,12,12,Thursday,242.88
28275,271,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2019-12-26,2019,12,26,Thursday,139.1
28277,271,Hotel AU,Recife (PE),2,312.83,625.66,2020-01-09,2020,1,9,Thursday,312.83
28286,271,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-03-12,2020,3,12,Thursday,139.1
28288,271,Hotel K,Salvador (BH),3,263.41,790.23,2020-03-26,2020,3,26,Thursday,263.41
28290,271,Hotel K,Salvador (BH),1,263.41,263.41,2020-04-09,2020,4,9,Thursday,263.41
28291,271,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-04-16,2020,4,16,Thursday,165.99
28294,271,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-05-07,2020,5,7,Thursday,165.99
28298,271,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-06-04,2020,6,4,Thursday,139.1
28300,271,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-06-18,2020,6,18,Thursday,139.1
28304,271,Hotel K,Salvador (BH),1,263.41,263.41,2020-07-16,2020,7,16,Thursday,263.41
28308,271,Hotel AU,Recife (PE),1,312.83,312.83,2020-08-13,2020,8,13,Thursday,312.83
28309,271,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-08-20,2020,8,20,Thursday,313.02
28313,271,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-09-17,2020,9,17,Thursday,208.04
28316,271,Hotel BD,Natal (RN),3,242.88,728.64,2020-10-08,2020,10,8,Thursday,242.88
28317,271,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-10-15,2020,10,15,Thursday,139.1
28319,271,Hotel K,Salvador (BH),4,263.41,1053.64,2020-10-29,2020,10,29,Thursday,263.41
28320,271,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-11-05,2020,11,5,Thursday,139.1
28324,271,Hotel AU,Recife (PE),2,312.83,625.66,2020-12-03,2020,12,3,Thursday,312.83
28325,271,Hotel K,Salvador (BH),4,263.41,1053.64,2020-12-10,2020,12,10,Thursday,263.41
28328,271,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-12-31,2020,12,31,Thursday,247.62
28337,271,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2021-03-04,2021,3,4,Thursday,165.99
28339,271,Hotel BD,Natal (RN),2,242.88,485.76,2021-03-18,2021,3,18,Thursday,242.88
28345,271,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-04-29,2021,4,29,Thursday,60.39
28347,271,Hotel Z,Aracaju (SE),2,208.04,416.08,2021-05-13,2021,5,13,Thursday,208.04
28350,271,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-06-03,2021,6,3,Thursday,60.39
28355,271,Hotel K,Salvador (BH),3,263.41,790.23,2021-07-08,2021,7,8,Thursday,263.41
28357,271,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-07-22,2021,7,22,Thursday,165.99
28363,271,Hotel K,Salvador (BH),3,263.41,790.23,2021-09-02,2021,9,2,Thursday,263.41
28364,271,Hotel AU,Recife (PE),4,312.83,1251.32,2021-09-09,2021,9,9,Thursday,312.83
28365,271,Hotel AU,Recife (PE),4,312.83,1251.32,2021-09-16,2021,9,16,Thursday,312.83
28371,271,Hotel AU,Recife (PE),4,312.83,1251.32,2021-10-28,2021,10,28,Thursday,312.83
28372,271,Hotel K,Salvador (BH),3,263.41,790.23,2021-11-04,2021,11,4,Thursday,263.41
28373,271,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2021-11-11,2021,11,11,Thursday,139.1
28374,271,Hotel Z,Aracaju (SE),2,208.04,416.08,2021-11-18,2021,11,18,Thursday,208.04
28379,271,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2021-12-23,2021,12,23,Thursday,139.1
28381,271,Hotel K,Salvador (BH),2,263.41,526.82,2022-01-06,2022,1,6,Thursday,263.41
28382,271,Hotel Z,Aracaju (SE),3,208.04,624.12,2022-01-13,2022,1,13,Thursday,208.04
28383,271,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2022-01-20,2022,1,20,Thursday,165.99
28389,271,Hotel K,Salvador (BH),3,263.41,790.23,2022-03-03,2022,3,3,Thursday,263.41
28391,271,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2022-03-17,2022,3,17,Thursday,165.99
28392,271,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2022-03-24,2022,3,24,Thursday,139.1
28393,271,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2022-03-31,2022,3,31,Thursday,165.99
28395,271,Hotel BW,Campo Grande (MS),1,60.39,60.39,2022-04-14,2022,4,14,Thursday,60.39
28397,271,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2022-04-28,2022,4,28,Thursday,165.99
28403,271,Hotel AU,Recife (PE),1,312.83,312.83,2022-06-09,2022,6,9,Thursday,312.83
28409,271,Hotel Z,Aracaju (SE),4,208.04,832.16,2022-07-21,2022,7,21,Thursday,208.04
28410,271,Hotel AU,Recife (PE),3,312.83,938.49,2022-07-28,2022,7,28,Thursday,312.83
28414,271,Hotel Z,Aracaju (SE),1,208.04,208.04,2022-08-25,2022,8,25,Thursday,208.04
28417,271,Hotel AU,Recife (PE),2,312.83,625.66,2022-09-15,2022,9,15,Thursday,312.83
28418,271,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2022-09-22,2022,9,22,Thursday,165.99
28420,272,Hotel Z,Aracaju (SE),4,208.04,832.16,2019-10-03,2019,10,3,Thursday,208.04
28424,272,Hotel K,Salvador (BH),4,263.41,1053.64,2019-10-31,2019,10,31,Thursday,263.41
28425,272,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2019-11-07,2019,11,7,Thursday,139.1
28431,272,Hotel AU,Recife (PE),2,312.83,625.66,2019-12-19,2019,12,19,Thursday,312.83
28440,272,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-02-20,2020,2,20,Thursday,60.39
28441,272,Hotel K,Salvador (BH),4,263.41,1053.64,2020-02-27,2020,2,27,Thursday,263.41
28444,272,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-03-19,2020,3,19,Thursday,165.99
28445,272,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-03-26,2020,3,26,Thursday,139.1
28451,272,Hotel K,Salvador (BH),4,263.41,1053.64,2020-05-07,2020,5,7,Thursday,263.41
28452,272,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-05-14,2020,5,14,Thursday,247.62
28457,272,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-06-18,2020,6,18,Thursday,208.04
28458,272,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-06-25,2020,6,25,Thursday,60.39
28464,272,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-08-06,2020,8,6,Thursday,247.62
28470,272,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-09-17,2020,9,17,Thursday,208.04
28473,272,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-10-08,2020,10,8,Thursday,165.99
28482,272,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-12-10,2020,12,10,Thursday,60.39
28484,273,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2019-10-03,2019,10,3,Thursday,139.1
28485,273,Hotel BP,Brasilia (DF),4,247.62,990.48,2019-10-10,2019,10,10,Thursday,247.62
28487,273,Hotel BW,Campo Grande (MS),1,60.39,60.39,2019-10-24,2019,10,24,Thursday,60.39
28488,273,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2019-10-31,2019,10,31,Thursday,165.99
28490,273,Hotel Z,Aracaju (SE),1,208.04,208.04,2019-11-14,2019,11,14,Thursday,208.04
28492,273,Hotel A,Florianopolis (SC),3,313.02,939.06,2019-11-28,2019,11,28,Thursday,313.02
28498,273,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-01-09,2020,1,9,Thursday,313.02
28503,273,Hotel K,Salvador (BH),4,263.41,1053.64,2020-02-13,2020,2,13,Thursday,263.41
28507,273,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-03-12,2020,3,12,Thursday,208.04
28515,273,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-05-07,2020,5,7,Thursday,165.99
28516,273,Hotel BD,Natal (RN),2,242.88,485.76,2020-05-14,2020,5,14,Thursday,242.88
28519,273,Hotel AU,Recife (PE),1,312.83,312.83,2020-06-04,2020,6,4,Thursday,312.83
28521,273,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-06-18,2020,6,18,Thursday,60.39
28522,273,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-06-25,2020,6,25,Thursday,165.99
28527,273,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-07-30,2020,7,30,Thursday,139.1
28530,273,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-08-20,2020,8,20,Thursday,60.39
28532,273,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-09-03,2020,9,3,Thursday,208.04
28542,273,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-11-12,2020,11,12,Thursday,247.62
28548,273,Hotel K,Salvador (BH),1,263.41,263.41,2020-12-24,2020,12,24,Thursday,263.41
28553,273,Hotel BD,Natal (RN),3,242.88,728.64,2021-01-28,2021,1,28,Thursday,242.88
28554,273,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-02-04,2021,2,4,Thursday,165.99
28555,273,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-02-11,2021,2,11,Thursday,60.39
28557,273,Hotel K,Salvador (BH),2,263.41,526.82,2021-02-25,2021,2,25,Thursday,263.41
